Start Time,End Time,Sentence,Corrected Sentence,Translation,Student_Emotion,Pipeline_Emotion,Core_Pipeline_Emotion,Corrected_Emotion
"00:22:12,000","00:22:17,000","Expeditieleden, welkom op jullie allereerste immuniteitsproef.","Expeditieleden, welkom op jullie allereerste immuniteitsproef.","Expedition members, welcome to your very first immunity challenge.",neutral,excitement,happiness,happiness
"00:22:20,000","00:22:22,000",Wat moeten jullie doen bij deze proef?,Wat moeten jullie doen bij deze proef?,What do you have to do in this test?,neutral,curiosity,neutral,neutral
"00:22:23,000","00:22:25,000",Wat moeten jullie doen bij deze proef?,Wat moeten jullie doen bij deze proef?,What do you have to do in this test?,neutral,curiosity,neutral,neutral
"00:22:25,000","00:22:27,000",Jullie zien hier vijf stokken.,Jullie zien hier vijf stokken.,You see five sticks here.,neutral,neutral,neutral,neutral
"00:22:27,000","00:22:30,000",En die moeten hier naar deze ladders toe.,En die moeten hier naar deze ladders toe.,And they have to go here to these ladders.,neutral,neutral,neutral,neutral
"00:22:31,000","00:22:34,000",Jullie gaan zometeen één voor één het water in.,Jullie gaan zometeen één voor één het water in.,You will go into the water one by one in a moment.,neutral,neutral,neutral,neutral
"00:22:34,000","00:22:36,000",Zwemmen onder de roldoor.,Zwemmen onder de roldoor.,Swimming under the roller door.,neutral,neutral,neutral,neutral
"00:22:36,000","00:22:38,000",En klauteren er dan op.,En klauteren er dan op.,And then climb on it.,neutral,neutral,neutral,neutral
"00:22:40,000","00:22:43,000",Als je er eenmaal op staat dan manoeuvreer je deze kant op.,Als je er eenmaal op staat dan manoeuvreer je deze kant op.,"Once you are on it, maneuver this way.",neutral,neutral,neutral,neutral
"00:22:43,000","00:22:46,000",Je teamgenoten die hier aan de touw staan...,Je teamgenoten die hier aan de touw staan...,Your teammates who are here on the ropes...,neutral,neutral,neutral,neutral
"00:22:46,000","00:22:47,000",bepalen het tempo.,bepalen het tempo.,determine the pace.,neutral,neutral,neutral,neutral
"00:22:47,000","00:22:49,000",Als je helemaal dichtbij genoeg bent...,Als je helemaal dichtbij genoeg bent...,When you're really close enough...,neutral,neutral,neutral,neutral
"00:26:05,000","00:26:07,000",Alles is zo veranderd,Alles is zo veranderd,Everything has changed so much,surprise,realization,surprise,surprise
"00:26:07,000","00:26:10,000",Alles gaat niet zo vlug,Alles gaat niet zo vlug,Everything doesn't go that fast,neutral,realization,surprise,surprise
"00:26:11,000","00:26:12,000",Mooi.,Mooi.,Nice.,neutral,approval,happiness,neutral
"00:26:12,000","00:26:16,000","Nee, die indertussen vrouw, hè. Ik voelde het echt.","Nee, die indertussen vrouw, hè. Ik voelde het echt.","No, that now woman, eh. I really felt it.",neutral,realization,surprise,surprise
"00:26:16,000","00:26:19,000","Wauw. Dat wordt heel plezant in het huis, denk ik.","Wauw. Dat wordt heel plezant in het huis, denk ik.","Wow. That will be very nice in the house, I think.",surprise,optimism,happiness,happiness
"00:26:20,000","00:26:22,000","Die koffer, die blijft hier.","Die koffer, die blijft hier.","That suitcase, it stays here.",anger,neutral,neutral,anger
"00:26:22,000","00:26:24,000",Ja? Oké. Die mag je niet meenemen.,Ja? Oké. Die mag je niet meenemen.,Yes? Okay. You are not allowed to take that with you.,surprise,disapproval,disgust,disgust
"00:26:24,000","00:26:29,000","Wat ik wel voor jou heb, zijn vijf coins.","Wat ik wel voor jou heb, zijn vijf coins.",What I do have for you are five coins.,neutral,neutral,neutral,neutral
"00:26:29,000","00:26:31,000",Alsjeblieft. Dank je wel.,Alsjeblieft. Dank je wel.,Please. Thank you.,neutral,gratitude,happiness,happiness
"00:26:31,000","00:26:33,000",Jij kan van ons ook een hint kopen.,Jij kan van ons ook een hint kopen.,You can also buy a hint from us.,neutral,neutral,neutral,neutral
"00:26:33,000","00:26:36,000",En dan moet jij twee coins teruggeven.,En dan moet jij twee coins teruggeven.,And then you have to give back two coins.,neutral,neutral,neutral,neutral
"00:26:36,000","00:26:40,000",Met die hint kom jij iets te weten dat jou een voordeel kan opleveren.,Met die hint kom jij iets te weten dat jou een voordeel kan opleveren.,With that hint you will learn something that can give you an advantage.,neutral,curiosity,neutral,neutral
"00:26:40,000","00:26:43,000",Je kan ook het huis in met vijf coins zonder hint.,Je kan ook het huis in met vijf coins zonder hint.,You can also enter the house with five coins without a hint.,neutral,neutral,neutral,neutral
"00:26:44,000","00:26:46,000","Nee, ik ga zo. Ik hou er coins.","Nee, ik ga zo. Ik hou er coins.","No, I'll go soon. I keep coins there.",neutral,neutral,neutral,neutral
"00:26:46,000","00:26:49,000",Het gaat beginnen. Nog één keer een applaus voor Lady.,Het gaat beginnen. Nog één keer een applaus voor Lady.,It will start. One more round of applause for Lady.,neutral,excitement,happiness,happiness
"00:26:49,000","00:26:53,000",Lady. Lady.,Lady. Lady.,Lady. Lady.,neutral,neutral,neutral,neutral
"00:27:02,000","00:27:03,000",Hai.,Hai.,Two.,neutral,neutral,neutral,neutral
"00:27:03,000","00:27:05,000","Staat er iemand aan de grond? O, mijn God.","Staat er iemand aan de grond? O, mijn God.",Is someone on the ground? Oh my God.,surprise,surprise,surprise,surprise
"00:27:06,000","00:27:07,000",Hoi.,Hoi.,Hoi.,neutral,neutral,neutral,neutral
"00:27:09,000","00:27:11,000",Hallo. Hallo.,Hallo. Hallo.,Hello Hello.,neutral,neutral,neutral,neutral
"00:27:11,000","00:27:13,000","Hai, Lady. Aangenaam. Ellis.","Hai, Lady. Aangenaam. Ellis.","Hi, Lady. Nice to meet you. Ellis.",neutral,joy,happiness,neutral
"00:27:13,000","00:27:15,000",Lady. Leiden. Aangenaam.,Lady. Leiden. Aangenaam.,Lady. To lead. Nice to meet you.,neutral,joy,happiness,neutral
"00:27:15,000","00:27:16,000",Basini. Lady.,Basini. Lady.,Basi. Lady.,neutral,neutral,neutral,neutral
"00:27:16,000","00:27:18,000","Hoi, Lady. Eslie. Hoi, Lady.","Hoi, Lady. Eslie. Hoi, Lady.","Come back, Lady. Eslie. Come back, Lady.",neutral,neutral,neutral,neutral
"00:27:18,000","00:27:21,000","Gezellig, of niet? Ja, leuk, hè?","Gezellig, of niet? Ja, leuk, hè?","Cozy, isn't it? Yeah, nice, huh?",happiness,joy,happiness,happiness
"00:27:23,000","00:27:24,000","Mooi. Ja, mooi, hè?","Mooi. Ja, mooi, hè?",Nice. Yes nice huh?,neutral,joy,happiness,happiness
"00:27:24,000","00:27:27,000",Heb je er wat aan? Wil je wat delen?,Heb je er wat aan? Wil je wat delen?,Does it help you? Would you like to share something?,neutral,curiosity,neutral,neutral
"00:27:27,000","00:27:29,000",Ik ben Sjongen van Broek. Echt?,Ik ben Steven van Broek. Echt?,My name is Steven van Broek. Real?,surprise,surprise,surprise,surprise
"00:27:29,000","00:27:31,000",Maar je hebt er zang en muziek aan.,Maar je hebt er zang en muziek aan.,But it involves singing and music.,neutral,joy,happiness,neutral
"00:27:31,000","00:27:33,000",Nederlandstalig en ik zing over mijn cultuur ook.,Nederlandstalig en ik zing over mijn cultuur ook.,Dutch-speaking and I also sing about my culture.,neutral,pride,happiness,neutral
"00:27:33,000","00:27:35,000","Woonwagenbewoner ben ik. O, wat leuk.","Woonwagenbewoner ben ik. O, wat leuk.","I am a caravan dweller. Oh, how nice.",happiness,surprise,surprise,surprise
"00:27:36,000","00:27:37,000",Daarom heb ik ook meegedaan.,Daarom heb ik ook meegedaan.,That's why I participated.,neutral,excitement,happiness,neutral
"00:27:38,000","00:27:40,000",Ik heb nog nooit een woonwagenbewoner gezien in dit huis.,Ik heb nog nooit een woonwagenbewoner gezien in dit huis.,I've never seen a trailer resident in this house.,surprise,surprise,surprise,surprise
"00:27:40,000","00:27:42,000","Nee, inderdaad, ja.","Nee, inderdaad, ja.","No, indeed, yes.",neutral,realization,surprise,neutral
"00:27:42,000","00:27:44,000",Ik wil eigenlijk een beetje norm en waarde.,Ik wil eigenlijk een beetje norm en waarde.,I actually want some standard and value.,neutral,desire,happiness,neutral
"00:27:44,000","00:27:46,000","Kijk, ik loop hier met schoenen binnen.","Kijk, ik loop hier met schoenen binnen.","Look, I walk in here wearing shoes.",neutral,neutral,neutral,neutral
"00:27:46,000","00:27:48,000",Dat is heel raar voor jou. Dat past bij mij niet.,Dat is heel raar voor jou. Dat past bij mij niet.,That's very strange for you. That doesn't suit me.,neutral,disapproval,disgust,disgust
"00:27:48,000","00:27:49,000","Ah, je bent zo free, man.","Ah, je bent zo free, man.","Ah, you're so free, man.",neutral,admiration,happiness,happiness
"00:27:49,000","00:27:52,000","Iedereen loopt met schoenen binnen, maar dat wil ik eigenlijk...","Iedereen loopt met schoenen binnen, maar dat wil ik eigenlijk...","Everyone walks in with shoes, but I actually want that...",neutral,desire,happiness,neutral
"00:27:52,000","00:27:54,000",Moet je eens kijken. Het is allemaal nieuw en het blijft mooi.,Moet je eens kijken. Het is allemaal nieuw en het blijft mooi.,Take a look. It's all new and it remains beautiful.,neutral,admiration,happiness,happiness
"00:27:54,000","00:27:56,000","Ik mag het thuis ook niet, hoor. Het gaat niet stinken.","Ik mag het thuis ook niet, hoor. Het gaat niet stinken.",I'm not allowed to do it at home either. It won't stink.,neutral,disapproval,disgust,neutral
"00:27:56,000","00:27:59,000",En ik woon gewoon op een normaal huisje zonder wielen.,En ik woon gewoon op een normaal huisje zonder wielen.,And I just live in a normal house without wheels.,neutral,neutral,neutral,neutral
"00:27:59,000","00:28:02,000",En ik mag thuis ook niet met mijn schoenen lopen.,En ik mag thuis ook niet met mijn schoenen lopen.,And I'm not allowed to wear my shoes at home either.,neutral,disapproval,disgust,neutral
"00:28:02,000","00:28:04,000","Ja, ik moet eigenlijk ook... Toen heb je gelijk.","Ja, ik moet eigenlijk ook... Toen heb je gelijk.","Yes, I actually should too... Then you're right.",neutral,realization,surprise,surprise
"00:57:44,000","00:57:47,000","Heb je een vriend? Nee, ik heb geen vriend.","Heb je een vriend? Nee, ik heb geen vriend.",Do you have a friend? No I do not have a friend.,neutral,neutral,neutral,neutral
"00:57:47,000","00:57:50,000","Wil je een single? Ja, ik ben al vier jaar single.","Wil je een single? Ja, ik ben al vier jaar single.","Do you want a single? Yes, I've been single for four years.",neutral,neutral,neutral,neutral
"00:57:50,000","00:57:52,000",Oh. Maar vind je dat...,Oh. Maar vind je dat...,Oh. But do you think that...,neutral,curiosity,neutral,neutral
"00:57:52,000","00:57:55,000","Bewust, niet bewust. Ik vind het goed dat het is.","Bewust, niet bewust. Ik vind het goed dat het is.","Consciously, not consciously. I think it's good that it is.",neutral,realization,surprise,neutral
"00:57:55,000","00:57:57,000",Je gaat er ook niet naar opzoeken? Nee.,Je gaat er ook niet naar opzoeken? Nee.,You're not going to look for it either? No.,neutral,neutral,neutral,neutral
"00:57:57,000","00:57:59,000","Er staat wel voor open, maar het is niet.","Er staat wel voor open, maar het is niet.","It is open to it, but it is not.",neutral,confusion,sadness,neutral
"00:57:59,000","00:58:02,000",Misschien is dat een oprecht om elkaar beter te herkennen.,Misschien is dat een oprecht om elkaar beter te herkennen.,Maybe that is a genuine way to recognize each other better.,neutral,optimism,happiness,neutral
"00:58:02,000","00:58:05,000","We gaan straks een quiz krijgen. Ja, oké.","We gaan straks een quiz krijgen. Ja, oké.","We're going to have a quiz later. Yes, okay.",neutral,excitement,happiness,neutral
"00:58:05,000","00:58:07,000",Jij eerst.,Jij eerst.,You go first.,neutral,neutral,neutral,neutral
"00:58:07,000","00:58:09,000","Jij bent Sonja. Sonja, 26 jaar.","Jij bent Sonja. Sonja, 26 jaar.","You are Sonja. Sonja, 26 years old.",neutral,neutral,neutral,neutral
"00:58:09,000","00:58:11,000",Van Antwerpen. Ja.,Van Antwerpen. Ja.,From Antwerp. Yes.,neutral,neutral,neutral,neutral
"00:58:11,000","00:58:14,000","Jij gaat niet naar KDG. Nee, ik ga naar AP.","Jij gaat niet naar KDG. Nee, ik ga naar AP.","You're not going to KDG. No, I'm going to AP.",neutral,neutral,neutral,neutral
"00:58:14,000","00:58:17,000",Ik studeer lager onderwijs. Mijn laatste jaar.,Ik studeer lager onderwijs. Mijn laatste jaar.,I study primary education. My senior year.,neutral,pride,happiness,neutral
"00:58:17,000","00:58:18,000",Laatste jaar? Ja.,Laatste jaar? Ja.,Last year? Yes.,neutral,neutral,neutral,neutral
"00:58:18,000","00:58:20,000","Jij bent mijn bijvrouw. Ja, ja.","Jij bent mijn bijvrouw. Ja, ja.",You are my concubine. Yes Yes.,neutral,amusement,happiness,neutral
"00:58:21,000","00:58:23,000",Ik ben benieuwd.,Ik ben benieuwd.,I'm curious.,neutral,curiosity,neutral,neutral
"00:58:41,000","00:58:43,000",Hij heeft sowieso mijn pin mee.,Hij heeft sowieso mijn pin mee.,He has my pin anyway.,neutral,neutral,neutral,neutral
"00:58:47,000","00:58:50,000","Let's go, let's go, let's go, let's go, let's go.","Let's go, let's go, let's go, let's go, let's go.","Let's go, let's go, let's go, let's go, let's go.",happiness,excitement,happiness,happiness
"00:58:52,000","00:58:53,000",Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"00:58:55,000","00:58:56,000",Niet doen.,Niet doen.,Do not.,fear,disapproval,disgust,fear
"00:58:57,000","00:58:58,000",Ik ben de soulmate.,Ik ben de soulmate.,I am the soulmate.,neutral,joy,happiness,neutral
"00:59:11,000","00:59:12,000",Bro!,Bro!,Bro!,surprise,joy,happiness,surprise
"00:59:18,000","00:59:20,000",Ik hoop dat je er blij mee bent.,Ik hoop dat je er blij mee bent.,I hope you are happy with it.,happiness,caring,happiness,happiness
"00:59:21,000","00:59:23,000","Dank je, big brother.","Dank je, big brother.","Thank you, big brother.",happiness,gratitude,happiness,happiness
"00:59:27,000","00:59:28,000",Ah!,Ah!,Ah!,surprise,surprise,surprise,surprise
"00:59:28,000","00:59:31,000",Hij voelde het al kut. Hij kwam als enige met koffer.,Hij voelde het al kut. Hij kwam als enige met koffer.,He already felt bad. He was the only one who came with a suitcase.,sadness,sadness,sadness,sadness
"00:59:31,000","00:59:34,000",Dat voelde hij al kut. Nu heeft hij ook nog geen duo.,Dat voelde hij al kut. Nu heeft hij ook nog geen duo.,He already felt bad about that. Now he doesn't have a duo yet either.,sadness,sadness,sadness,sadness
"00:59:36,000","00:59:37,000",Dank je.,Dank je.,Thank you.,happiness,gratitude,happiness,happiness
"00:59:38,000","00:59:39,000",Dat is moet.,Dat is moet.,That's a must.,neutral,approval,happiness,neutral
"00:59:40,000","00:59:41,000",Dat is geen sleutel.,Dat is geen sleutel.,That's not a key.,neutral,disappointment,sadness,neutral
"00:59:47,000","00:59:49,000",Hallo.,Hallo.,Hallo.,neutral,neutral,neutral,neutral
"01:00:00,000","01:00:03,000","Ja, is ook zo. Maar ja, ik ben een mens-mens, dus iedereen is anders.","Ja, is ook zo. Maar ja, ik ben een mens-mens, dus iedereen is anders.","Yes, that is true. But hey, I'm a human being, so everyone is different.",neutral,realization,surprise,neutral
"01:00:03,000","01:00:05,000",Goed. Let's go.,Goed. Let's go.,Good. Let's go.,neutral,excitement,happiness,neutral
"01:00:05,000","01:00:07,000",Let's go. Even stil.,Let's go. Even stil.,Let's go. Even stil.,neutral,excitement,happiness,neutral
"01:00:07,000","01:00:09,000",Kitsune.,Kitsune.,Kitsune.,neutral,neutral,neutral,neutral
"01:00:10,000","01:00:12,000","Hype, hype.","Hype, hype.","Hype, hype.",happiness,excitement,happiness,happiness
"01:00:13,000","01:00:15,000",Slecht.,Slecht.,Bad.,neutral,disapproval,disgust,neutral
"01:00:19,000","01:00:21,000",Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"01:00:23,000","01:00:25,000",Zie ze.,Zie ze.,See them.,neutral,neutral,neutral,neutral
"01:00:25,000","01:00:27,000",Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"01:00:27,000","01:00:29,000",Ja.,Ja.,And.,neutral,neutral,neutral,neutral
"01:00:40,000","01:00:42,000",Die zit hier.,Die zit hier.,It's here.,neutral,realization,surprise,neutral
"01:00:42,000","01:00:44,000","Ja, die krijgt het wel, hè.","Ja, die krijgt het wel, hè.","Yeah, he'll get it, won't he?",neutral,optimism,happiness,happiness
