Start Time,End Time,Sentence,Corrected Sentence,Translation,Emotion,Intensity
"01:04:28,000","01:04:32,000","A couple of times I was like, but I could hear them yelling my name,","A couple of times I was like, but I could hear them yelling my name,","A couple of times I was like, but I could hear them yelling my name,",happiness,mild
"01:04:32,000","01:04:35,000","so I was like, just calm, think about what I'm doing.","so I was like, just calm, think about what I'm doing.","so I was like, just calm, think about what I'm doing.",neutral,neutral
"01:04:35,000","01:04:42,000","Dee, unfortunately, you're shot at redemption, and the $100,000 is over.","Dee, unfortunately, you're shot at redemption, and the $100,000 is over.","Dee, unfortunately, you're shot at redemption, and the $100,000 is over.",sadness,moderate
"01:04:42,000","01:04:44,000",What's going through your mind?,What's going through your mind?,What's going through your mind?,surprise,mild
"01:04:44,000","01:04:48,000",One thing everyone didn't know is that Survivor's my life.,One thing everyone didn't know is that Survivor's my life.,One thing everyone didn't know is that Survivor's my life.,happiness,moderate
"01:04:48,000","01:04:52,000",I've watched every episode of every season at least three times.,I've watched every episode of every season at least three times.,I've watched every episode of every season at least three times.,happiness,moderate
"01:04:52,000","01:04:55,000",I listen to podcasts for about 40 hours a week.,I listen to podcasts for about 40 hours a week.,I listen to podcasts for about 40 hours a week.,neutral,neutral
"01:04:55,000","01:04:58,000",I've listened to about 600 hours of audio books.,I've listened to about 600 hours of audio books.,I've listened to about 600 hours of audio books.,happiness,moderate
"01:04:58,000","01:05:03,000",I follow every blogger. I'm a Survivor super fan.,I follow every blogger. I'm a Survivor super fan.,I follow every blogger. I'm a Survivor super fan.,happiness,moderate
"01:05:04,000","01:05:10,000",My life has been a Survivor fan. It's just not been a Survivor.,My life has been a Survivor fan. It's just not been a Survivor.,My life has been a Survivor fan. It's just not been a Survivor.,sadness,moderate
"01:05:10,000","01:05:14,000","Dee, you are the first person eliminated from Survivor New Zealand.","Dee, you are the first person eliminated from Survivor New Zealand.","Dee, you are the first person eliminated from Survivor New Zealand.",sadness,moderate
"01:05:14,000","01:05:19,000","Toss your buff in the fire, say your goodbyes, your time in this game is over.","Toss your buff in the fire, say your goodbyes, your time in this game is over.","Toss your buff in the fire, say your goodbyes, your time in this game is over.",sadness,moderate
"01:05:33,000","01:05:44,000","Hannah, one duel down, many more to go if you want to stay alive in this game.","Hannah, one duel down, many more to go if you want to stay alive in this game.","Hannah, one duel down, many more to go if you want to stay alive in this game.",happiness,moderate
"01:05:44,000","01:05:49,000",How do you feel about heading back to Redemption Island alone tonight?,How do you feel about heading back to Redemption Island alone tonight?,How do you feel about heading back to Redemption Island alone tonight?,surprise,mild
"01:05:49,000","01:05:52,000",I'll figure it out. There's some good stuff there.,I'll figure it out. There's some good stuff there.,I'll figure it out. There's some good stuff there.,happiness,mild
"01:05:52,000","01:05:56,000","I've got myself. I can talk to myself. Yeah, man.","I've got myself. I can talk to myself. Yeah, man.","I've got myself. I can talk to myself. Yeah, man.",neutral,neutral
"01:05:56,000","01:05:59,000",Has anyone got any sympathy for Hannah?,Has anyone got any sympathy for Hannah?,Has anyone got any sympathy for Hannah?,surprise,mild
"01:05:59,000","01:06:02,000",Sympathy? I don't think she needs sympathy.,Sympathy? I don't think she needs sympathy.,Sympathy? I don't think she needs sympathy.,neutral,neutral
"01:06:07,000","01:06:09,000",Is that common in your tribe?,Is that common in your tribe?,Is that common in your tribe?,surprise,mild
"01:06:09,000","01:06:12,000",I can only speak for myself. I'm not sure where everyone else is at.,I can only speak for myself. I'm not sure where everyone else is at.,I can only speak for myself. I'm not sure where everyone else is at.,neutral,neutral
"01:06:12,000","01:06:14,000","But definite feeling of regret, yep.","But definite feeling of regret, yep.","But definite feeling of regret, yep.",sadness,moderate
"01:06:14,000","01:06:17,000","Salah, do you regret voting Hannah out?","Salah, do you regret voting Hannah out?","Salah, do you regret voting Hannah out?",surprise,mild
"01:06:21,000","01:06:24,000",You don't want to vote a family member out. It sucks.,You don't want to vote a family member out. It sucks.,You don't want to vote a family member out. It sucks.,sadness,moderate
"01:06:24,000","01:06:27,000","But, you know, big ups to Hannah.","But, you know, big ups to Hannah.","But, you know, big ups to Hannah.",happiness,mild
"01:06:27,000","01:06:31,000",She's always been a strong chick and she's proven to all of us.,She's always been a strong chick and she's proven to all of us.,She's always been a strong chick and she's proven to all of us.,happiness,moderate
"01:06:31,000","01:06:36,000","You've been dangerous, man. You've been dangerous, girl. You got this, man.","You've been dangerous, man. You've been dangerous, girl. You got this, man.","You've been dangerous, man. You've been dangerous, girl. You got this, man.",happiness,moderate
"01:06:37,000","01:06:42,000","Hannah, you need to head back and await your next opponent and your next duel.","Hannah, you need to head back and await your next opponent and your next duel.","Hannah, you need to head back and await your next opponent and your next duel.",neutral,neutral
"01:06:47,000","01:06:49,000","Everyone else, grab your stuff and head back to your camps.","Everyone else, grab your stuff and head back to your camps.","Everyone else, grab your stuff and head back to your camps.",neutral,neutral
"01:06:49,000","01:06:52,000",Look forward to seeing you at the next challenge.,Look forward to seeing you at the next challenge.,Look forward to seeing you at the next challenge.,neutral,neutral
"01:07:02,000","01:07:05,000",Next time on Survivor New Zealand.,Next time on Survivor New Zealand.,Next time on Survivor New Zealand.,neutral,neutral
"01:07:05,000","01:07:08,000",I just want trust. That's the main thing that I'm after in this game.,I just want trust. That's the main thing that I'm after in this game.,I just want trust. That's the main thing that I'm after in this game.,happiness,moderate
"01:07:08,000","01:07:11,000",New deals are on the table at Mogaton.,New deals are on the table at Mogaton.,New deals are on the table at Mogaton.,neutral,neutral
"01:07:11,000","01:07:14,000","So, will you vote Tom out if it comes to it?","So, will you vote Tom out if it comes to it?","So, will you vote Tom out if it comes to it?",surprise,mild
"01:07:14,000","01:07:17,000",And new targets are in sight at Omosa.,And new targets are in sight at Omosa.,And new targets are in sight at Omosa.,neutral,neutral
"01:07:17,000","01:07:21,000","Hypothetically, if we lost immunity tomorrow, me and Mike were thinking Nate.","Hypothetically, if we lost immunity tomorrow, me and Mike were thinking Nate.","Hypothetically, if we lost immunity tomorrow, me and Mike were thinking Nate.",neutral,neutral
"01:07:25,000","01:07:28,000","For the first time, immunity is on the table.","For the first time, immunity is on the table.","For the first time, immunity is on the table.",surprise,moderate
"01:07:29,000","01:07:32,000","For the first time, immunity is up for grabs.","For the first time, immunity is up for grabs.","For the first time, immunity is up for grabs.",happiness,moderate
"01:07:34,000","01:07:36,000","I felt that, Michael.","I felt that, Michael.","I felt that, Michael.",surprise,mild
"01:07:36,000","01:07:39,000",And tribes put everything on the line.,And tribes put everything on the line.,And tribes put everything on the line.,happiness,moderate
"01:07:49,000","01:07:54,000",I came in claiming that I had the most knowledge about the game.,I came in claiming that I had the most knowledge about the game.,I came in claiming that I had the most knowledge about the game.,happiness,moderate
"01:07:54,000","01:07:57,000",At no point during my time here was that disproven.,At no point during my time here was that disproven.,At no point during my time here was that disproven.,happiness,moderate
"01:07:58,000","01:08:03,000",There is nothing in the last few days of my experience of Survivor that I'd do differently.,There is nothing in the last few days of my experience of Survivor that I'd do differently.,There is nothing in the last few days of my experience of Survivor that I'd do differently.,happiness,mild
"01:08:03,000","01:08:09,000",I think that looking back and overthinking it and regretting it is just going to drive you bonkers.,I think that looking back and overthinking it and regretting it is just going to drive you bonkers.,I think that looking back and overthinking it and regretting it is just going to drive you bonkers.,surprise,moderate
